product_id,prediccion
20609,211.11686956882477
20325,33.00690055937093
20266,203.17730831026375
20503,2.8895238640918395
20299,221.14249849319458
20158,367.79363489151
20033,411.10132754253743
20095,114.5978443364824
20119,151.66143854797923
20242,16.421999631785365
20107,251.27642095746558
20161,89.7172960224959
20175,50.313718842746844
20270,18.185930061118892
20084,132.2804831418395
20116,163.92304463052756
20121,107.19490109327053
20227,45.55182164076345
20003,249.21101120958878
20004,177.8136554086593
20005,159.69683786348492
20019,94.54140336851093
20046,41.790522891698366
20108,16.178703546510974
20118,17.138929610849555
20207,5.017294158107782
20264,4.313255869435838
20322,1.4884842661599764
20379,1.7358807709624366
20384,1.7109603653803103
20396,1.4638273437200895
20459,2.838036421253978
20522,2.428249306270035
20547,1.657119143497326
20580,0.997751163467196
20328,244.45316004753113
20232,323.65478003025055
20023,616.0115526867792
20100,4.716470393899843
20211,53.86141911554421
20375,13.786579145116223
20684,2.544150277122138
20224,323.81211161613464
20146,428.9713708538984
20289,130.20023699808377
20086,285.11586367774896
20096,299.7266863615425
20558,22.141877838751167
20689,7.080251634484385
20817,7.208983482384101
20835,5.792933155487224
20614,123.77844891122592
20664,163.07637178775403
20715,89.45832257127307
20759,81.99358466721641
20843,37.324807749315475
20863,59.50264414376621
20037,203.93807146900954
20090,109.8420176780454
20152,82.30165034129855
20192,73.64456612027593
20249,27.33727084505263
20271,25.04205645968577
20278,21.497879160901153
20555,5.548818782125668
20647,5.548748772993751
20323,78.7282092253722
20567,20.713426837759556
20142,177.55252630592904
20240,79.28586429468454
20259,63.446337527839944
20285,22.741601101939544
20565,18.803910303984978
20781,93.65853550327536
20812,105.56760352024702
20846,74.80239489352881
20947,60.93335960891684
20970,57.274289044489436
20617,142.64784934371292
20800,64.54586980673623
20828,47.17381666963735
20852,29.705063212286678
20925,53.80044520908858
20936,17.019256364312206
20079,393.581692963661
20216,130.15222445698157
20228,66.58463107601702
20409,32.02279466778438
20052,286.8936585187912
20460,18.324257016181946
20237,120.52306318283081
20948,195.22231804739658
21032,81.69191452670421
21088,35.91671985135526
21131,36.944528321766846
20077,413.50498378276825
20641,106.94967607583682
20660,10.759171879180208
20721,5.274103862343239
20730,76.36292375840739
20847,51.570314652832245
21016,22.59248173051764
21024,19.428527760471923
21038,20.92764412577797
20234,122.02274849264394
20265,108.68099967275725
20302,60.712968547156365
20305,65.3350601463003
20350,31.318115232410914
20398,25.6665435430105
20416,21.830197077393116
20418,13.114715187814912
20422,22.5405252917602
20428,42.63065310633197
20429,24.939253045787478
20449,27.827538378856868
20490,12.3681137839559
20509,14.988656006099275
20561,8.77732898245293
20586,8.534637858514142
20597,6.092330085456998
20601,9.635098578567776
20636,8.93677444129874
20663,4.309202720001346
20670,18.57735314201997
20678,8.97696200375742
20685,8.878580763192987
20729,9.056554254081433
20765,5.78466037027008
20773,4.311029427385832
20991,3.2825931699204824
21182,1.640644189465782
20027,379.2691491761521
20068,223.88640593327492
20246,57.25872220571267
20076,237.0922921039013
20137,128.4888846567084
20253,52.61760886654129
20281,31.431657908727523
20357,60.001165614056
20366,35.24505811394447
20653,10.505207893477278
20013,340.03535825897194
20057,150.17959893911367
20065,81.83883655357153
20092,48.5023873980083
20114,46.58876075656771
20166,33.68968166559875
20205,27.112767909491296
20209,16.037860899047967
21155,64.01164416971238
21184,49.57385200487303
21212,20.217249048459927
20160,299.5367240905762
20062,377.53910254218493
20117,142.6733353463857
20138,116.33722946982776
20197,85.73373775258206
20201,79.310821822142
20206,71.19760904621383
20254,53.713534774941635
20341,21.70509273120959
20319,33.33540315232927
20390,24.493815816561575
20415,14.525203248639132
20447,15.592363399178272
20478,14.445575942013535
20508,9.426838399356054
20803,138.76532024586027
20941,120.21276542405006
21048,45.19161356997114
21167,10.254569419304632
21180,1.9352837242367196
20657,36.69860071844023
20741,13.168237021504233
20239,282.98985963965947
20421,142.4467416136097
20750,19.309398864035238
20855,17.532774772769006
20877,10.614572271670147
20996,2.6825031330932725
21003,5.597103549233567
20053,408.78425205955153
20129,139.71703858108327
20219,64.3290088560159
20395,32.65397596359253
20604,9.218313694000244
20313,32.67780113220215
20479,49.25236368179321
20203,43.085053882303356
20262,20.635021724996452
20576,8.395237445831299
20164,83.18603348731995
20218,37.68280625343323
20513,13.275054454803467
20638,6.741755962371826
20007,234.4640645557887
20012,101.66731493028405
20014,167.10385643627433
20051,80.39202753720666
20074,59.72955278820023
20087,54.357416636075186
20358,6.290257766730801
20426,4.779163874728381
20520,4.140857459976717
20530,1.6313812244100314
20733,0.3639559624855158
20049,71.6581220478558
20304,59.538796935785584
20473,60.94680902548321
20666,16.321446264250103
20705,6.973012253740653
20737,19.139786079884683
20588,4.367710972123267
20724,8.917409901418337
20055,244.02960307399943
20056,217.94103090961264
20001,559.4190394813688
20045,53.09424531528269
20102,5.257478288820409
20919,0.15957601445400696
20135,32.546523588030276
20150,11.729038904504254
20378,2.1034138635485635
20611,2.068131103845183
20682,0.8926968298475958
20002,476.42836493021827
20026,97.5749082369928
20168,4.370843453673908
20180,15.369325491698158
20222,8.786743860609612
20280,7.250310615140149
20288,8.298711044138976
20332,5.24334011941744
20126,30.748734525738875
20085,43.48605166859986
20009,384.21654322678467
20015,225.65019042508032
20151,33.32839884210777
20089,48.82026767730713
20010,80.19910290776545
20011,90.99446070256126
20016,62.89258574980668
20020,62.746774974257356
20021,41.31488203053115
20022,43.747663997083244
20024,58.70160581639334
20025,55.908947134527594
20030,23.16813368344476
20031,31.271403609354216
20035,38.465666707108426
20041,24.9525426645857
20043,19.390055660977
20050,22.470872547524575
20028,79.4257204668069
20038,115.46489062026386
20066,83.92935862820632
20067,60.991967459601724
20069,91.17278895207993
20071,68.91277606498642
20072,23.339793728054715
20091,56.31733412112259
20039,331.7739295129268
20082,193.51726647572832
20311,251.98487641604984
20524,35.649490176121255
20652,51.54523460030325
20006,334.3098883660153
20018,112.01205754670384
20029,118.36655916182907
20109,48.43308541938692
20148,42.5577385570708
20162,21.077581392300008
20042,126.48417595210871
20063,101.33561932410055
20070,69.658932740859
20073,122.39491028782612
20103,64.48497272174468
20124,37.1592562302335
20144,40.80740069513184
20183,19.849000745910292
20202,21.548337713977503
20112,91.50256399417196
20408,8.230868091426707
20477,2.4778437389898627
20196,235.64711631527894
20388,41.34611879595766
20008,225.7431575732039
20017,245.6450131222212
