product_id,predicted_y
20001,1655.1574160000002
20002,1196.039405
20003,981.7514189999999
20004,701.6900220000001
20005,652.568873
20006,458.95550800000007
20007,429.47775200000007
20008,214.905394
20009,544.539314
20010,395.55997800000006
20011,431.62119000000007
20012,190.44304400000001
20013,349.900551
20014,299.23093200000005
20015,327.004293
20016,300.52222200000006
20017,238.598503
20018,155.79927000000004
20019,386.701788
20020,292.669938
20021,224.14393100000004
20022,231.91806000000003
20023,199.246047
20024,297.495198
20025,266.01775200000003
20026,258.61460900000003
20027,170.784636
20028,120.91879800000001
20029,165.71355900000003
20030,113.03292
20031,153.90734700000002
20032,580.577921
20033,106.438332
20035,197.977032
20037,69.710014
20038,173.453247
20039,141.244334
20041,124.42516900000001
20042,136.620946
20043,103.14944200000001
20044,65.579217
20045,164.88957100000002
20046,164.95193
20047,78.64739300000001
20049,137.33319600000002
20050,128.730162
20051,145.70641799999999
20052,105.061748
20053,161.002424
20054,133.33001000000002
20055,72.44321700000002
20056,70.09002000000001
20057,155.504514
20058,129.612835
20059,122.66252900000002
20061,117.093845
20062,100.07400700000001
20063,113.876092
20065,85.783698
20066,131.209474
20067,97.34522600000001
20068,102.220107
20069,150.303824
20070,75.28747600000001
20071,115.24800100000002
20072,35.49546
20073,134.71720900000003
20074,107.88308300000001
20075,115.972571
20076,75.305142
20077,38.04731700000001
20079,30.453456000000003
20080,9.728686000000001
20081,103.684581
20082,86.757902
20084,104.15059600000001
20085,243.72044400000001
20086,46.771769000000006
20087,98.593088
20089,112.56988600000001
20090,39.574832
20091,101.46779500000001
20092,52.19814600000001
20093,80.612532
20094,65.042494
20095,31.381383000000003
20096,48.67072100000001
20097,60.819858
20099,63.609843000000005
20100,1.51712
20101,80.08100100000001
20102,21.095767
20103,70.395842
20106,81.963882
20107,94.66232600000002
20108,64.181898
20109,68.02752000000001
20111,103.27699800000002
20112,117.768893
20114,48.576528
20116,130.46225500000003
20117,39.63575
20118,67.26635300000001
20119,39.895537000000004
20120,79.431748
20121,86.86353500000001
20122,71.08480500000002
20123,65.06299800000001
20124,41.919251
20125,52.31526300000001
20126,104.448168
20127,187.36071200000004
20129,58.215729
20130,91.63847
20132,44.10077100000001
20133,33.918885
20134,54.981927000000006
20135,111.13492500000001
20137,41.306397000000004
20138,31.168445000000002
20139,58.837779000000005
20140,63.96390000000001
20142,39.483521
20143,32.92056900000001
20144,45.43664400000001
20145,71.954014
20146,33.519486
20148,62.879718000000004
20150,56.487156000000006
20151,49.293024
20152,26.319337000000004
20153,53.667691000000005
20155,67.376925
20157,61.35386400000001
20158,60.528468000000004
20159,67.961729
20160,47.506965
20161,38.414750000000005
20162,56.57997400000001
20164,78.46839000000001
20166,36.878369000000006
20167,48.236903000000005
20168,16.671116
20170,70.85188
20174,100.22958000000001
20175,21.679845000000004
20176,26.263732
20177,26.968656000000003
20179,43.67213400000001
20180,40.65172100000001
20181,36.699124000000005
20182,22.967571000000003
20183,22.523303000000002
20184,28.746256000000002
20187,21.989286
20188,25.177075000000002
20189,35.854379
20192,23.598894
20193,27.419964000000004
20196,38.698660000000004
20197,30.700098
20198,24.648844
20200,22.966427000000003
20201,28.783689
20202,26.929243000000003
20203,60.73067
20205,32.045101
20206,25.777752000000003
20207,20.368612
20208,22.156497
20209,17.689276000000003
20210,64.660871
20211,17.720142000000003
20212,24.744269
20213,64.724473
20215,25.454099000000003
20216,10.123124
20218,34.506252
20219,25.417381000000002
20220,21.411335
20222,23.114674
20224,23.396373
20225,18.328772
20226,12.460811000000001
20227,42.583915
20228,5.542361
20230,19.997131000000003
20231,23.446962000000003
20232,31.111080000000005
20233,39.154852000000005
20234,5.332756
20235,35.349072
20236,38.173751
20237,32.468403
20238,18.277941
20239,22.113069
20240,21.471747000000004
20241,14.097380000000001
20242,4.439644
20244,29.107694000000002
20246,27.070329000000005
20249,8.800583
20251,16.276051000000002
20252,13.426567000000002
20253,16.795735
20254,19.215317000000002
20255,13.373976000000003
20256,19.397796000000003
20257,56.948628
20259,13.675453000000001
20261,48.120336
20262,28.203560000000003
20263,22.940566000000004
20264,18.240783
20265,5.036328
20266,54.513459000000005
20267,19.819228
20268,13.191981000000002
20269,21.043088
20270,7.456207000000001
20271,9.183955000000001
20272,13.930807000000001
20273,13.709740000000002
20275,16.433604000000003
20276,20.489634000000002
20277,10.573288000000002
20278,6.901664
20280,18.727379
20281,10.791011000000001
20282,14.107170000000002
20283,14.105872000000002
20284,12.977228000000002
20285,4.765420000000001
20286,55.61524100000001
20288,23.233925
20289,11.011000000000001
20290,23.722435000000004
20291,10.728179
20292,10.785698
20295,6.653658
20296,20.511326000000004
20297,38.5979
20298,12.414534000000002
20299,11.672661000000002
20300,18.862657000000002
20301,9.144465
20302,2.592557
20303,20.22658
20304,6.474468000000001
20305,2.823436
20306,35.49801200000001
20307,14.877841
20309,8.923332000000002
20310,10.724835
20311,19.983964
20313,29.873844000000002
20314,20.737255
20315,18.308961000000004
20316,29.957796000000002
20317,16.305641
20319,12.992892
20320,14.828132
20321,30.390767000000004
20322,6.136504
20323,26.848767000000002
20324,12.053151
20325,5.794558
20326,17.213240000000003
20327,13.090506000000001
20328,10.267257
20329,12.158905
20330,15.174896000000002
20332,14.265295000000002
20334,0.2049519999999999
20335,12.95921
20336,9.471209
20337,15.207159
20338,8.951129
20340,8.875702000000002
20341,9.308013000000003
20342,13.175228
20343,13.156077000000002
20344,17.58988
20346,16.459729000000003
20348,12.898798000000001
20349,19.210103000000004
20350,1.363241
20351,15.489672
20352,19.085319000000002
20353,7.299204000000001
20354,13.525424000000001
20355,28.196817000000003
20356,15.206444000000001
20357,20.157500000000002
20358,12.012
20359,15.583062000000002
20361,14.931323000000003
20362,7.278898000000001
20364,33.782540000000004
20365,11.994081000000001
20366,11.381942
20367,10.505066000000001
20368,11.451550000000001
20372,5.129586000000001
20375,4.824028000000001
20377,7.969731000000001
20378,8.449837
20379,7.09863
20380,16.106288000000003
20381,20.032595
20382,10.24067
20383,8.177884
20384,7.9328590000000005
20385,8.219420000000001
20386,12.348303000000001
20387,9.446261000000002
20388,7.315308000000001
20389,37.99858700000001
20390,10.19799
20395,29.322227
20396,6.5325370000000005
20398,1.1520299999999999
20400,10.719324
20401,10.080994000000002
20402,16.618602000000003
20403,12.048630000000001
20404,10.182744000000001
20406,11.303765
20407,7.298313
20408,12.954293000000002
20409,2.6501860000000006
20410,11.160567
20411,10.037786000000002
20414,31.359009
20415,5.344966000000001
20416,0.94435
20417,8.127185
20418,0.5793700000000002
20419,14.954929000000002
20421,13.153987000000003
20422,1.0186110000000002
20424,5.962033
20426,8.858476000000001
20428,1.822194
20429,1.094159
20432,6.00864
20433,17.327673
20434,9.085461000000002
20438,17.906064
20440,37.708682
20442,26.169605
20443,8.802332
20447,7.321237
20449,1.197526
20450,6.867267
20453,17.960327000000003
20456,6.714081000000001
20458,24.733038000000004
20459,16.968776000000002
20460,9.843823000000002
20463,11.236137000000001
20464,3.9088170000000004
20465,3.8951110000000004
20466,7.997374000000001
20469,8.178676000000001
20470,9.101367000000002
20473,7.273266000000001
20474,10.618487
20476,21.707147000000003
20477,6.613222
20478,5.890401000000001
20479,8.717093
20480,5.738722
20481,9.617157
20482,6.254809000000001
20483,9.374475
20484,1.7220280000000001
20488,9.487489000000002
20490,0.534809
20491,13.137179000000001
20495,13.915429000000001
20496,7.140034000000001
20497,6.100050000000001
20500,9.477237
20502,6.420744000000001
20503,0.923428
20505,1.5612740000000003
20508,4.426895
20509,1.214389
20510,9.98525
20513,14.052236000000002
20514,6.350168
20517,4.41441
20520,7.687680000000001
20521,10.498422
20522,13.911436000000002
20523,8.394848000000001
20524,3.7143810000000004
20525,17.53543
20526,15.022766
20527,8.514792
20530,2.978305
20531,13.650901000000001
20532,7.0277460000000005
20536,5.8692150000000005
20537,13.273480000000001
20538,6.624453000000001
20539,6.401153000000001
20540,7.087300000000001
20541,9.007449000000001
20542,9.078883000000001
20544,7.079963
20547,13.453517000000002
20548,13.464308
20549,4.601773000000001
20551,5.6486540000000005
20552,2.6368210000000003
20553,7.752899000000001
20555,1.971937
20558,3.8038000000000003
20559,7.840910000000001
20560,5.678420000000001
20561,0.41372100000000006
20563,8.21194
20565,4.217675
20567,7.732406000000001
20568,3.1441410000000003
20569,14.134098000000002
20570,7.5754030000000006
20571,8.053265000000001
20572,4.293223
20574,2.870318
20575,10.030801
20576,13.551340000000001
20577,9.290908
20578,3.8108400000000007
20579,3.4111000000000002
20580,17.501484
20583,4.022282000000001
20585,7.808262000000001
20586,0.37203100000000006
20588,0.66066
20589,7.419313000000001
20592,13.251975000000002
20593,8.999441000000001
20596,4.948108
20597,0.25680600000000003
20599,5.011897
20600,1.706001
20601,0.6300140000000001
20602,3.5921380000000003
20603,8.474488000000001
20604,14.497868000000002
20605,7.077323000000001
20606,2.578774
20609,0.518903
20611,10.115292
20612,4.602246000000001
20614,2.458269
20615,15.474855000000002
20617,1.506593
20620,7.603387000000001
20621,7.954969000000001
20622,5.194365
20623,11.230461
20624,5.879335
20627,10.278917
20628,3.6131370000000005
20629,2.5586880000000005
20632,2.265813
20633,7.621526
20636,0.410344
20637,5.224604000000001
20638,9.172339000000001
20639,5.47701
20640,3.0001290000000003
20641,2.410111
20642,3.3262240000000007
20644,2.88288
20646,4.458597000000001
20647,2.1179840000000003
20649,16.271013
20651,2.613897
20652,4.062982000000001
20653,3.7767180000000002
20654,5.7631310000000004
20655,2.8380110000000003
20657,4.082815
20658,3.749922
20659,8.508357
20660,0.25107500000000005
20661,3.8139860000000003
20662,12.652255000000002
20663,0.192445
20664,3.256022
20666,2.4024000000000005
20667,2.802096
20670,0.9320080000000001
20672,3.7559280000000004
20673,10.067134000000001
20674,9.223929
20676,2.360358
20677,2.5241480000000003
20678,0.43010000000000004
20679,11.323598000000002
20680,5.699947000000001
20681,9.713088
20682,5.88588
20684,0.8456250000000001
20685,1.0462650000000002
20686,10.560539000000002
20689,2.5225200000000005
20691,8.798548
20693,4.082353
20694,9.794576
20696,5.498900000000001
20697,2.858559
20699,3.337345
20700,3.4248830000000003
20701,4.138365
20702,2.233693
20703,10.412270000000001
20705,1.135134
20706,5.337475
20708,4.7493490000000005
20709,9.507509
20711,7.705885
20713,1.6148
20714,4.652967
20715,1.784651
20719,8.520644
20720,9.845132000000001
20721,0.114125
20724,1.6186170000000002
20729,0.39578
20730,1.748252
20732,6.5579030000000005
20733,1.222364
20735,1.5131050000000001
20737,2.278947
20739,3.2152450000000004
20741,1.489004
20742,1.0119230000000001
20743,1.223552
20744,4.298844000000001
20745,1.433388
20746,4.690015000000001
20749,3.006113
20750,1.5105420000000003
20751,3.3471240000000004
20754,9.410841000000001
20756,4.844433
20757,2.611136
20758,4.809673000000001
20759,1.639693
20761,2.724348
20762,7.511339000000001
20765,0.285868
20768,1.6631670000000003
20771,1.046848
20772,2.7925370000000003
20773,0.20125600000000002
20774,5.993581000000001
20775,2.4172390000000004
20777,2.285613
20781,0.779174
20783,4.023195
20785,3.223517
20786,0.661518
20788,1.617583
20789,1.5910730000000002
20793,2.9046710000000004
20795,3.919036
20800,0.7273970000000001
20801,1.8281340000000001
20802,1.149434
20803,1.1217030000000001
20807,2.3645050000000003
20809,3.5190870000000003
20810,1.7626620000000002
20811,2.923261
20812,0.8468460000000001
20815,6.968742
20817,1.4894880000000001
20818,1.7196740000000004
20820,2.053271
20822,6.515806000000001
20823,1.96977
20824,0.31556800000000007
20826,1.9651170000000002
20827,2.8703620000000005
20828,0.523787
20830,1.227578
20831,2.9179260000000005
20832,0.254353
20835,1.0730720000000002
20838,2.1659550000000003
20840,1.9117670000000002
20843,0.8515870000000001
20845,2.444211
20846,0.614625
20847,1.1279290000000002
20849,2.2879560000000003
20852,0.32671100000000003
20853,3.1882620000000004
20855,1.397473
20859,3.3689480000000005
20862,1.439009
20863,1.199715
20864,1.344189
20865,1.8594290000000002
20870,1.4584130000000002
20877,0.8946299999999999
20878,1.393667
20879,1.6144040000000002
20882,1.633555
20883,0.9470670000000001
20885,1.6263390000000002
20886,1.201783
20892,1.19394
20894,2.081475
20899,2.560371
20901,0.812801
20902,1.7167370000000002
20904,5.015153000000001
20906,0.797885
20907,3.825822
20908,2.525094
20910,5.728118
20912,3.342768
20913,0.8608160000000001
20914,1.167925
20917,2.521024
20919,0.47381400000000007
20920,2.7319600000000004
20922,1.151546
20924,4.080472
20925,0.585321
20927,3.3645370000000003
20928,3.220723
20931,1.5783570000000002
20932,2.0570000000000004
20933,4.048297000000001
20936,0.18098300000000003
20937,1.1338910000000002
20941,0.9025610000000001
20942,1.8937160000000002
20945,0.955108
20946,3.4565080000000004
20947,0.500885
20948,0.460042
20949,0.9767340000000001
20951,0.36157
20953,2.6386800000000004
20956,0.6519370000000001
20957,1.217986
20961,0.9187090000000001
20962,2.191002
20965,0.605374
20966,1.908192
20967,1.7094880000000001
20968,2.106269
20970,0.480447
20975,1.8594950000000001
20976,0.677446
20982,0.1449579999999999
20985,0.820589
20986,0.636735
20987,0.18618600000000002
20990,0.49918
20991,0.15890600000000002
20994,0.203995
20995,1.708135
20996,0.24744500000000003
20997,0.978692
21001,0.576202
21003,0.48527600000000004
21006,1.059938
21007,1.980803
21008,1.0925310000000001
21014,1.2042030000000001
21016,0.499686
21022,0.8383760000000001
21024,0.433609
21027,1.9134940000000003
21028,0.599346
21032,0.194007
21033,1.3937
21034,0.606485
21035,1.9897240000000003
21037,0.48532000000000003
21038,0.47927000000000003
21039,2.1381140000000003
21040,0.708576
21042,1.779778
21044,1.9459440000000001
21048,0.495572
21049,0.33913000000000004
21055,0.45280400000000004
21056,0.7059690000000001
21057,0.743523
21058,2.025265
21064,0.36034900000000003
21065,0.6562819999999999
21073,0.8282120000000001
21074,0.003421
21077,0.23742400000000002
21079,0.753049
21080,0.4143590000000001
21084,0.5201680000000001
21086,0.6963220000000001
21087,1.124255
21088,0.08867100000000001
21092,1.099307
21093,0.3169099999999999
21097,1.4791590000000001
21099,0.187374
21105,0.47835700000000003
21109,1.04929
21110,1.6775220000000002
21111,1.6080680000000003
21112,0.6144490000000001
21114,1.642872
21118,0.331837
21119,1.261051
21126,0.523028
21129,0.8625100000000001
21131,0.08883600000000001
21135,0.32280600000000004
21140,0.612634
21142,0.11772199999999991
21144,0.400026
21146,0.434643
21153,0.27985100000000007
21154,0.136213
21155,0.258511
21157,0.18582300000000002
21159,0.15613400000000002
